Date Time,min,max,mean,id
2021-11-21,3.386,5.197,4.008475,8447930
2021-11-26,3.566,5.518,4.5781293,8447930
2021-11-01,4.117,9.341,6.7659,8665530
2021-11-06,3.881,11.204,7.3209085,8665530
2021-11-11,4.357,9.81,7.1487164,8665530
2021-11-16,3.451,8.96,6.2935877,8665530
2021-11-21,4.032,9.039,6.481325,8665530
2021-11-26,3.885,7.936,6.0563293,8665530
2021-11-01,8.504,15.515,11.69315,9449424
2021-11-06,4.633,16.414,12.154162,9449424
2021-11-11,5.902,16.207,11.49205,9449424
2021-11-16,7.982,15.568,11.638221,9449424
2021-11-21,4.652,15.305,11.1300955,9449424
2021-11-26,6.529,15.656,11.49915,9449424
2021-11-01,1.677,8.022,4.747442,8551910
2021-11-06,1.781,8.366,5.269329,8551910
2021-11-11,1.972,8.068,5.033321,8551910
2021-11-16,0.899,6.867,3.8570626,8551910
2021-11-21,1.772,7.69,4.743671,8551910
2021-11-26,2.077,6.772,4.2348833,8551910
2021-11-01,4.423,5.955,5.1838,8573364
2021-11-06,3.73,5.879,4.663796,8573364
2021-11-11,4.186,5.738,4.899825,8573364
2021-11-16,2.989,5.171,3.8816125,8573364
2021-11-21,3.973,5.551,4.597225,8573364
2021-11-26,3.343,5.24,4.445929,8573364
2021-11-01,3.944,7.402,5.623446,8573927
2021-11-06,3.675,7.116,5.3318915,8573927
2021-11-11,3.829,6.959,5.377975,8573927
2021-11-16,2.844,5.945,4.3638916,8573927
2021-11-21,3.428,6.686,5.1391125,8573927
2021-11-26,3.724,6.453,4.9198833,8573927
2021-11-01,5.102,6.535,5.784154,8574680
2021-11-06,4.501,6.621,5.3784876,8574680
2021-11-11,5.03,6.388,5.6212044,8574680
2021-11-16,3.56,5.787,4.484571,8574680
2021-11-21,4.744,6.25,5.28235,8574680
2021-11-26,3.638,5.853,4.8370585,8574680
2021-11-01,5.479,6.903,6.22045,8575512
2021-11-06,5.033,6.959,5.889654,8575512
2021-11-11,5.525,6.594,6.0216875,8575512
2021-11-16,4.101,5.981,4.941875,8575512
2021-11-21,5.072,6.572,5.657046,8575512
2021-11-26,4.416,6.142,5.404617,8575512
2021-11-01,4.544,6.345,5.4690833,8577330
2021-11-06,4.449,6.273,5.318246,8577330
2021-11-11,4.623,5.971,5.2484293,8577330
2021-11-16,3.465,5.092,4.2459664,8577330
2021-11-21,4.186,5.551,4.8379583,8577330
2021-11-26,4.157,5.312,4.7324834,8577330
2021-11-01,5.423,8.55,7.009296,8594900
2021-11-06,5.082,8.383,6.7033334,8594900
2021-11-11,5.128,8.271,6.7879667,8594900
2021-11-16,4.245,7.598,5.5783877,8594900
2021-11-21,4.826,7.776,6.3132124,8594900
2021-11-26,4.085,7.595,6.069746,8594900
2021-11-01,17.119,19.245,18.162395,8635027
2021-11-06,17.057,19.462,18.117441,8635027
2021-11-11,17.182,18.822,18.008612,8635027
2021-11-16,15.935,17.979,16.953512,8635027
2021-11-21,16.739,18.602,17.575958,8635027
2021-11-26,16.168,18.228,17.255259,8635027
2021-11-01,5.856,7.799,6.7552834,8635750
2021-11-06,5.686,7.756,6.696825,8635750
2021-11-11,5.748,7.267,6.4373794,8635750
2021-11-16,4.613,6.26,5.4917874,8635750
2021-11-21,5.115,6.673,5.907725,8635750
2021-11-26,5.364,6.378,5.881725,8635750
2021-11-01,3.392,5.039,4.0620584,8636580
2021-11-06,3.163,5.18,4.100458,8636580
2021-11-11,3.084,4.423,3.7184083,8636580
2021-11-16,2.103,3.461,2.848879,8636580
2021-11-21,2.598,3.986,3.2945416,8636580
2021-11-26,2.753,4.026,3.3895166,8636580
2021-11-01,4.747,7.224,6.030979,8632200
2021-11-06,4.337,8.681,6.3621373,8632200
2021-11-11,4.396,7.116,5.7626667,8632200
2021-11-16,3.786,6.329,5.0237164,8632200
2021-11-21,4.049,6.883,5.326596,8632200
2021-11-26,4.285,6.88,5.4941125,8632200
2021-11-01,6.407,8.629,7.5636334,8637689
2021-11-06,6.234,9.849,7.9006333,8637689
2021-11-11,6.099,8.432,7.216779,8637689
2021-11-16,5.249,7.562,6.3610873,8637689
2021-11-21,5.705,8.041,6.7471375,8637689
2021-11-26,5.833,8.015,6.82625,8637689
2021-11-01,5.482,7.966,6.8227377,8638610
2021-11-06,5.551,9.38,7.367929,8638610
2021-11-11,5.197,7.753,6.473642,8638610
2021-11-16,4.475,6.985,5.6584916,8638610
2021-11-21,4.833,7.477,6.0273585,8638610
2021-11-26,4.99,7.477,6.112933,8638610
2021-11-01,5.308,8.11,6.8170877,8638901
2021-11-06,5.295,9.783,7.400425,8638901
2021-11-11,5.243,7.989,6.6203127,8638901
2021-11-16,4.488,7.247,5.8085628,8638901
2021-11-21,4.833,7.661,6.121129,8638901
2021-11-26,5.144,7.713,6.307054,8638901
2021-11-01,22.621,25.591,24.215612,8639348
2021-11-06,22.851,27.051,24.827034,8639348
2021-11-11,22.448,25.338,23.847942,8639348
2021-11-16,21.568,24.603,23.041176,8639348
2021-11-21,22.093,25.082,23.437212,8639348
2021-11-26,22.3,25.095,23.53442,8639348
2021-11-01,27.362,28.048,27.704697,8775222
2021-11-06,27.615,28.645,28.160467,8775222
2021-11-11,27.53,28.655,28.080704,8775222
2021-11-16,27.707,28.337,28.095354,8775222
2021-11-21,27.805,28.691,28.25401,8775222
2021-11-26,27.664,28.632,28.258987,8775222
2021-11-01,4.872,5.974,5.6804624,8775237
2021-11-06,4.931,6.565,5.961983,8775237
2021-11-11,5.138,6.486,5.9815335,8775237
2021-11-16,5.187,6.388,6.01205,8775237
2021-11-21,5.207,6.716,6.112075,8775237
2021-11-26,5.397,6.591,6.1295667,8775237
2021-11-01,24.862,25.709,25.4252,8775241
2021-11-06,24.259,26.503,25.644316,8775241
2021-11-11,24.547,26.404,25.687584,8775241
2021-11-16,25.115,26.089,25.707853,8775241
2021-11-21,24.705,26.496,25.804712,8775241
2021-11-26,24.974,26.509,25.859325,8775241
2021-11-01,4.79,5.636,5.246392,8775296
2021-11-06,5.131,6.145,5.680042,8775296
2021-11-11,5.095,5.938,5.6005917,8775296
2021-11-16,5.075,5.846,5.6146,8775296
2021-11-21,5.351,6.129,5.742971,8775296
2021-11-26,5.374,6.115,5.7943916,8775296
2021-11-01,572.881,573.747,573.1972,9063063
2021-11-06,572.913,573.225,573.07196,9063063
2021-11-11,572.812,573.376,573.0531,9063063
2021-11-16,572.72,573.127,572.95386,9063063
2021-11-21,572.365,573.064,572.7243,9063063
2021-11-26,572.493,573.314,572.8321,9063063
2021-11-01,3.373,8.406,5.762346,8536110
2021-11-06,2.822,9.6,5.9397335,8536110
2021-11-11,3.389,8.671,5.981071,8536110
2021-11-16,2.474,7.641,4.956475,8536110
2021-11-21,3.215,8.402,5.4763207,8536110
2021-11-26,3.153,7.615,5.59865,8536110
2021-11-01,17.605,25.988,22.120026,8539094
2021-11-06,17.283,26.063,21.773891,8539094
2021-11-11,17.3,25.358,21.359158,8539094
2021-11-16,16.739,24.718,20.83891,8539094
2021-11-21,17.149,25.381,21.277447,8539094
2021-11-26,17.638,24.728,21.052925,8539094
2021-11-01,22.044,28.675,25.432241,8540433
2021-11-06,22.119,29.15,25.843792,8540433
2021-11-11,22.247,28.793,25.472258,8540433
2021-11-16,21.24,27.53,24.448175,8540433
2021-11-21,21.969,28.432,25.28645,8540433
2021-11-26,22.395,27.323,24.755796,8540433
2021-11-01,4.344,11.667,8.21802,8545240
2021-11-06,4.259,11.896,8.32157,8545240
2021-11-11,4.324,11.532,7.9031873,8545240
2021-11-16,3.573,10.325,7.1353664,8545240
2021-11-21,4.127,11.227,7.768892,8545240
2021-11-26,4.656,10.092,7.406754,8545240
2021-11-01,20.112,27.743,24.080313,8546252
2021-11-06,19.984,27.851,24.083654,8546252
2021-11-11,20.046,27.398,23.691841,8546252
2021-11-16,19.301,26.335,22.9628,8546252
2021-11-21,19.856,27.224,23.578705,8546252
2021-11-26,20.358,26.109,23.24222,8546252
2021-11-01,15.249,23.927,20.122171,8548989
2021-11-06,14.787,24.042,19.646946,8548989
2021-11-11,14.793,23.36,19.17768,8548989
2021-11-16,14.432,22.825,18.763117,8548989
2021-11-21,14.619,23.383,19.11368,8548989
2021-11-26,15.105,22.976,18.889275,8548989
2021-11-01,22.723,29.124,25.836666,8551762
2021-11-06,22.848,29.823,26.433708,8551762
2021-11-11,23.064,29.396,26.133045,8551762
2021-11-16,21.916,27.782,24.837967,8551762
2021-11-21,22.71,28.97,25.787867,8551762
2021-11-26,23.123,27.841,25.261168,8551762
2021-11-01,19.797,24.908,22.216984,8555889
2021-11-06,19.416,26.152,22.530807,8555889
2021-11-11,19.938,25.233,22.529938,8555889
2021-11-16,18.862,24.108,21.400305,8555889
2021-11-21,19.816,24.961,22.072763,8555889
2021-11-26,19.491,23.888,22.048725,8555889
2021-11-01,3.724,7.874,5.704725,8557380
2021-11-06,3.32,9.193,6.039658,8557380
2021-11-11,3.717,8.219,5.9595585,8557380
2021-11-16,2.644,7.06,4.838775,8557380
2021-11-21,3.471,7.91,5.42805,8557380
2021-11-26,3.212,7.188,5.4734917,8557380
2021-11-01,5.413,6.542,6.0453625,8770613
2021-11-06,5.121,6.991,6.2540293,8770613
2021-11-11,5.696,7.461,6.6142044,8770613
2021-11-16,5.837,7.051,6.5219626,8770613
2021-11-21,5.673,7.484,6.767492,8770613
2021-11-26,5.112,5.928,5.5725584,8770613
2021-11-01,5.827,7.221,6.5748625,8770777
2021-11-06,5.413,7.575,6.770933,8770777
2021-11-11,5.925,7.972,7.0910335,8770777
2021-11-16,6.299,7.671,6.9849668,8770777
2021-11-21,6.175,7.982,7.2601085,8770777
2021-11-26,5.518,6.407,6.0408707,8770777
2021-11-01,4.928,5.755,5.409146,8771013
2021-11-06,4.652,6.325,5.6550627,8771013
2021-11-11,5.026,6.677,5.9713,8771013
2021-11-16,5.21,6.175,5.8007417,8771013
2021-11-21,5.118,6.732,6.055954,8771013
2021-11-26,4.806,5.577,5.2077208,8771013
2021-11-01,9.872,10.958,10.536379,8771341
2021-11-06,9.085,11.913,10.724271,8771341
2021-11-11,9.36,12.008,11.015004,8771341
2021-11-16,10.049,11.411,10.856717,8771341
2021-11-21,9.698,11.831,11.005046,8771341
2021-11-26,9.744,11.102,10.543312,8771341
2021-11-01,5.187,6.135,5.7984543,8771450
2021-11-06,4.705,6.844,6.0115876,8771450
2021-11-11,4.895,7.083,6.2776666,8771450
2021-11-16,5.315,6.535,6.0825667,8771450
2021-11-21,5.243,6.936,6.3142877,8771450
2021-11-26,5.131,6.266,5.821021,8771450
2021-11-01,16.424,21.955,19.284718,9418767
2021-11-06,13.609,23.409,19.026512,9418767
2021-11-11,14.656,21.404,18.50834,9418767
2021-11-16,15.203,21.752,18.64915,9418767
2021-11-21,14.304,22.041,18.71428,9418767
2021-11-26,15.003,20.436,18.33955,9418767
2021-11-01,10.036,14.639,12.26257,8720218
2021-11-06,10.64,16.407,13.538663,8720218
2021-11-11,10.499,15.082,12.80582,8720218
2021-11-16,9.659,14.59,12.083475,8720218
2021-11-21,10.308,14.852,12.484688,8720218
2021-11-26,10.118,13.796,12.061538,8720218
2021-11-01,4.501,8.146,6.3075542,8720219
2021-11-06,5.541,9.724,7.6094832,8720219
2021-11-11,5.269,8.799,7.0630627,8720219
2021-11-16,4.327,8.291,6.3542585,8720219
2021-11-21,4.882,8.392,6.6483874,8720219
2021-11-26,4.616,7.671,6.2433043,8720219
2021-11-01,-0.656,1.266,0.31399167,8720226
2021-11-06,0.118,2.329,1.3097125,8720226
2021-11-11,0.22,2.011,1.174975,8720226
2021-11-16,-0.518,1.44,0.5151167,8720226
2021-11-21,-0.203,1.578,0.7814125,8720226
2021-11-26,-0.456,1.214,0.43220416,8720226
2021-11-01,0.052,1.027,0.49197084,8720357
2021-11-06,0.764,2.333,1.6348083,8720357
2021-11-11,0.948,1.87,1.4016917,8720357
2021-11-16,0.338,1.306,0.77045,8720357
2021-11-21,0.509,1.404,0.9697375,8720357
2021-11-26,0.18,1.053,0.5925458,8720357
2021-11-01,2.9,8.796,5.739954,8720030
2021-11-06,3.455,11.083,7.3976626,8720030
2021-11-11,3.323,9.252,6.3168836,8720030
2021-11-16,2.316,8.661,5.497854,8720030
2021-11-21,3.182,8.934,6.029129,8720030
2021-11-26,2.904,7.598,5.3989916,8720030
2021-11-01,26.824,28.009,27.491312,8767816
2021-11-06,26.591,28.31,27.654829,8767816
2021-11-11,26.991,28.852,28.015766,8767816
2021-11-16,27.264,28.376,27.8615,8767816
2021-11-21,27.169,28.553,28.058287,8767816
2021-11-26,26.519,27.651,27.03855,8767816
2021-11-01,23.556,24.659,24.149588,8767961
2021-11-06,23.343,24.961,24.345526,8767961
2021-11-11,23.652,25.502,24.687487,8767961
2021-11-16,23.917,25.01,24.52755,8767961
2021-11-21,23.822,25.249,24.729757,8767961
2021-11-26,23.199,24.314,23.74173,8767961
2021-11-01,27.753,28.845,28.364784,8768094
2021-11-06,26.906,29.505,28.507397,8768094
2021-11-11,27.077,29.783,28.774166,8768094
2021-11-16,27.602,29.18,28.63041,8768094
2021-11-21,27.552,29.537,28.827208,8768094
2021-11-26,27.438,29.199,28.219046,8768094
2021-11-01,4.203,9.006,6.662133,9410660
2021-11-06,2.746,10.86,6.949146,9410660
2021-11-11,3.583,8.474,6.5204415,9410660
2021-11-16,4.14,9.56,6.664075,9410660
2021-11-21,3.556,9.701,6.8426332,9410660
2021-11-26,4.209,8.159,6.5937123,9410660
2021-11-01,2.635,10.387,6.7764044,9439040
2021-11-06,1.509,13.517,7.704225,9439040
2021-11-11,2.234,10.581,6.969479,9439040
2021-11-16,3.96,10.833,7.1207085,9439040
2021-11-21,1.43,10.814,6.5228376,9439040
2021-11-26,2.818,9.833,6.814175,9439040
2021-11-01,0.679,7.192,3.95085,9439099
2021-11-06,1.227,10.348,5.508575,9439099
2021-11-11,1.027,7.644,4.6829624,9439099
2021-11-16,2.487,8.212,5.1411457,9439099
2021-11-21,0.85,8.015,4.4157333,9439099
2021-11-26,1.26,6.991,4.3700624,9439099
2021-11-01,1.26,4.544,2.5735333,9439201
2021-11-06,3.304,6.909,4.912075,9439201
2021-11-11,2.546,5.259,4.048929,9439201
2021-11-16,4.226,6.791,5.486154,9439201
2021-11-21,3.606,6.02,4.56025,9439201
2021-11-26,2.474,4.747,3.6759918,9439201
2021-11-01,0.863,4.377,2.1852207,9440083
2021-11-06,3.258,6.736,4.6157207,9440083
2021-11-11,2.543,4.885,3.7776124,9440083
2021-11-16,4.219,6.936,5.407875,9440083
2021-11-21,3.675,5.627,4.5622044,9440083
2021-11-26,2.487,4.341,3.4448125,9440083
2021-11-01,1.841,6.289,3.8629124,9440422
2021-11-06,3.478,9.226,5.9002542,9440422
2021-11-11,2.769,7.034,5.071146,9440422
2021-11-16,4.39,7.815,6.101033,9440422
2021-11-21,3.304,7.48,5.1913457,9440422
2021-11-26,2.799,6.437,4.6890125,9440422
2021-11-01,0.282,7.234,3.8455667,9440569
2021-11-06,0.476,10.387,5.25975,9440569
2021-11-11,0.472,7.536,4.4258375,9440569
2021-11-16,2.005,8.018,4.778304,9440569
2021-11-21,0.19,7.877,4.101304,9440569
2021-11-26,0.781,6.896,4.1585665,9440569
2021-11-01,53.494,60.266,56.949516,9440581
2021-11-06,50.951,62.897,57.418076,9440581
2021-11-11,52.628,60.305,56.98275,9440581
2021-11-16,52.917,60.292,56.744884,9440581
2021-11-21,51.109,60.387,56.35413,9440581
2021-11-26,53.402,59.61,56.870537,9440581
2021-11-01,5.344,5.686,5.565521,8760721
2021-11-06,5.233,7.126,6.190254,8760721
2021-11-11,5.607,6.995,6.3334,8760721
2021-11-16,5.299,6.22,5.876654,8760721
2021-11-21,5.197,6.982,6.0780873,8760721
2021-11-26,5.499,6.775,6.13455,8760721
2021-11-01,31.765,32.218,32.03675,8760922
2021-11-06,31.585,33.668,32.605213,8760922
2021-11-11,31.995,33.556,32.784313,8760922
2021-11-16,31.857,32.812,32.36569,8760922
2021-11-21,31.699,33.625,32.59202,8760922
2021-11-26,31.749,33.399,32.559696,8760922
2021-11-01,1.076,1.404,1.2509834,8761955
2021-11-06,1.68,2.956,2.2963293,8761955
2021-11-11,2.566,3.72,3.2686708,8761955
2021-11-16,2.267,2.91,2.6414125,8761955
2021-11-21,1.519,2.759,2.1825416,8761955
2021-11-26,1.378,2.487,2.0035584,8761955
2021-11-01,3.219,4.121,3.7128916,8773259
2021-11-06,3.035,4.583,3.9255376,8773259
2021-11-11,3.465,4.662,4.0975876,8773259
2021-11-16,3.757,4.482,4.1504335,8773259
2021-11-21,3.632,4.859,4.282375,8773259
2021-11-26,3.314,4.085,3.6709583,8773259
2021-11-01,11.722,12.254,12.088034,8773701
2021-11-06,11.749,12.907,12.3881,8773701
2021-11-11,12.001,12.972,12.538404,8773701
2021-11-16,12.136,12.713,12.462584,8773701
2021-11-21,12.001,13.14,12.650409,8773701
2021-11-26,11.893,12.759,12.430892,8773701
2021-11-01,26.086,26.834,26.61425,8773767
2021-11-06,25.604,27.474,26.73352,8773767
2021-11-11,25.732,27.569,26.865858,8773767
2021-11-16,26.388,27.287,26.94393,8773767
2021-11-21,26.066,27.677,26.997787,8773767
2021-11-26,26.227,27.392,26.89633,8773767
2021-11-01,11.086,13.202,12.092979,8723214
2021-11-06,10.745,13.786,12.28437,8723214
2021-11-11,11.693,13.888,12.840287,8723214
2021-11-16,10.994,13.251,12.0991335,8723214
2021-11-21,11.25,13.445,12.353129,8723214
2021-11-26,11.444,13.123,12.317804,8723214
2021-11-01,3.553,4.035,3.8542917,8735180
2021-11-06,3.025,5.121,4.0039916,8735180
2021-11-11,3.901,5.495,4.65555,8735180
2021-11-16,3.461,4.495,3.995175,8735180
2021-11-21,3.333,5.154,4.1785126,8735180
2021-11-26,3.346,5.174,4.2050543,8735180
2021-11-01,29.728,30.479,30.137209,8735391
2021-11-06,28.691,31.24,30.013771,8735391
2021-11-11,30.052,32.047,30.956034,8735391
2021-11-16,29.613,30.955,30.340612,8735391
2021-11-21,29.367,31.631,30.4507,8735391
2021-11-26,28.976,31.47,30.249025,8735391
2021-11-01,14.216,14.803,14.566825,8735523
2021-11-06,13.389,15.807,14.59932,8735523
2021-11-11,14.501,16.391,15.415559,8735523
2021-11-16,14.111,15.285,14.741558,8735523
2021-11-21,13.868,16.063,14.931362,8735523
2021-11-26,13.694,15.984,14.818679,8735523
2021-11-01,29.439,30.197,29.839212,8736897
2021-11-06,28.327,31.04,29.748713,8736897
2021-11-11,29.767,31.781,30.779892,8736897
2021-11-16,29.344,30.646,30.06288,8736897
2021-11-21,29.081,31.45,30.237692,8736897
2021-11-26,28.668,31.227,29.969566,8736897
2021-11-01,2.211,2.976,2.5748124,8737048
2021-11-06,1.102,3.757,2.474871,8737048
2021-11-11,2.457,4.442,3.4816418,8737048
2021-11-16,2.011,3.389,2.761525,8737048
2021-11-21,1.667,4.108,2.9119458,8737048
2021-11-26,1.434,3.94,2.7363374,8737048
2021-11-01,25.331,26.112,25.709755,8737138
2021-11-06,24.186,26.886,25.59241,8737138
2021-11-11,25.512,27.53,26.624838,8737138
2021-11-16,25.177,26.549,25.929832,8737138
2021-11-21,24.925,27.231,26.089588,8737138
2021-11-26,24.56,26.998,25.847872,8737138
2021-11-01,20.417,21.001,20.722038,8738043
2021-11-06,19.462,22.044,20.756971,8738043
2021-11-11,20.587,22.497,21.583166,8738043
2021-11-16,20.295,21.444,20.862991,8738043
2021-11-21,19.934,22.211,21.023153,8738043
2021-11-26,19.948,22.126,20.984858,8738043
2021-11-01,27.71,28.241,27.985409,8739803
2021-11-06,26.726,29.406,28.002234,8739803
2021-11-11,27.841,29.741,28.82302,8739803
2021-11-16,27.49,28.717,28.102638,8739803
2021-11-21,27.172,29.462,28.246342,8739803
2021-11-26,27.228,29.354,28.189108,8739803
2021-11-01,18.625,19.272,18.887026,8764044
2021-11-06,18.547,19.688,19.169058,8764044
2021-11-11,19.062,20.266,19.707993,8764044
2021-11-16,18.95,19.76,19.312138,8764044
2021-11-21,18.73,19.934,19.391333,8764044
2021-11-26,18.445,19.76,19.024446,8764044
2021-11-01,24.206,25.282,24.664804,8764227
2021-11-06,23.442,26.122,24.829191,8764227
2021-11-11,23.684,26.325,25.208897,8764227
2021-11-16,24.052,25.686,24.9581,8764227
2021-11-21,23.789,26.014,25.077755,8764227
2021-11-26,23.517,25.948,24.626663,8764227
2021-11-01,13.399,14.537,13.884863,8764314
2021-11-06,12.415,15.463,14.039558,8764314
2021-11-11,12.52,15.574,14.373808,8764314
2021-11-16,13.196,14.925,14.164854,8764314
2021-11-21,13.048,15.312,14.30512,8764314
2021-11-26,12.608,15.095,13.848608,8764314
2021-11-01,21.939,26.158,23.965834,8447386
2021-11-06,20.692,27.359,23.56308,8447386
2021-11-11,21.854,26.089,23.664879,8447386
2021-11-16,21.122,25.259,23.089516,8447386
2021-11-21,21.394,25.633,23.493534,8447386
2021-11-26,22.369,25.86,24.002708,8447386
2021-11-01,2.69,6.25,4.438542,8452660
2021-11-06,1.808,7.316,4.054671,8452660
2021-11-11,2.825,5.971,4.1789083,8452660
2021-11-16,1.893,5.338,3.5319376,8452660
2021-11-21,2.372,5.919,3.976071,8452660
2021-11-26,3.219,6.03,4.501671,8452660
2021-11-01,19.514,23.642,21.460825,8452944
2021-11-06,18.373,24.783,21.063463,8452944
2021-11-11,19.469,23.468,21.188692,8452944
2021-11-16,18.593,22.638,20.548845,8452944
2021-11-21,19.042,23.133,21.024033,8452944
2021-11-26,19.997,23.274,21.50807,8452944
2021-11-01,4.495,8.924,6.5712914,8454000
2021-11-06,3.307,9.993,6.171467,8454000
2021-11-11,4.495,8.74,6.291546,8454000
2021-11-16,3.563,7.799,5.6397376,8454000
2021-11-21,3.976,8.333,6.1345334,8454000
2021-11-26,4.869,8.494,6.596104,8454000
2021-11-01,23.816,27.569,25.63075,8454049
2021-11-06,22.881,28.74,25.280354,8454049
2021-11-11,23.904,27.379,25.40817,8454049
2021-11-16,22.989,26.617,24.731766,8454049
2021-11-21,23.474,27.208,25.215876,8454049
2021-11-26,24.344,27.31,25.703125,8454049
2021-11-01,18.97,25.538,22.246046,8465705
2021-11-06,17.972,26.821,22.366726,8465705
2021-11-11,18.898,25.407,22.24097,8465705
2021-11-16,18.182,24.564,21.343082,8465705
2021-11-21,18.924,25.325,22.101637,8465705
2021-11-26,19.593,24.76,22.381962,8465705
2021-11-01,4.219,7.169,5.882604,8461490
2021-11-06,3.514,7.844,5.579979,8461490
2021-11-11,3.944,6.926,5.6212416,8461490
2021-11-16,3.465,6.506,4.9630623,8461490
2021-11-21,4.157,6.972,5.4594207,8461490
2021-11-26,4.465,7.037,5.8962083,8461490
2021-11-01,13.383,20.974,17.197374,8516945
2021-11-06,12.438,22.575,17.60425,8516945
2021-11-11,13.428,21.017,17.390667,8516945
2021-11-16,12.657,19.872,16.273817,8516945
2021-11-21,13.104,20.961,17.167866,8516945
2021-11-26,14.229,20.21,17.325937,8516945
2021-11-01,4.239,8.73,6.5715375,8518750
2021-11-06,3.202,10.223,6.541196,8518750
2021-11-11,4.177,9.035,6.7026625,8518750
2021-11-16,2.825,7.969,5.6028333,8518750
2021-11-21,3.855,8.507,6.2428374,8518750
2021-11-26,4.163,8.012,6.440233,8518750
2021-11-01,5.184,9.915,7.6571083,8519483
2021-11-06,4.183,11.516,7.6866374,8519483
2021-11-11,5.184,10.315,7.8724833,8519483
2021-11-16,3.642,9.108,6.6213293,8519483
2021-11-21,4.833,9.669,7.3526835,8519483
2021-11-26,5.023,9.304,7.499242,8519483
2021-11-01,3.504,8.045,5.8577332,8531680
2021-11-06,2.53,9.554,5.821221,8531680
2021-11-11,3.583,8.297,6.0231667,8531680
2021-11-16,2.126,7.356,4.8678126,8531680
2021-11-21,3.136,7.831,5.49555,8531680
2021-11-26,3.36,7.507,5.7278,8531680
2021-11-01,22.753,23.219,22.984945,8741533
2021-11-06,22.08,24.446,23.198475,8741533
2021-11-11,23.018,24.78,23.89162,8741533
2021-11-16,22.621,23.816,23.152145,8741533
2021-11-21,22.441,24.534,23.405025,8741533
2021-11-26,22.438,24.35,23.302113,8741533
2021-11-01,24.99,27.572,26.201416,8722956
2021-11-06,24.403,28.422,26.420858,8722956
2021-11-11,25.545,28.091,26.945162,8722956
2021-11-16,24.875,27.664,26.283691,8722956
2021-11-21,25.164,27.815,26.51298,8722956
2021-11-26,25.466,27.497,26.522467,8722956
2021-11-01,30.495,30.906,30.72058,8762075
2021-11-06,29.98,31.909,31.007637,8762075
2021-11-11,30.315,32.024,31.233925,8762075
2021-11-16,30.486,31.378,30.95527,8762075
2021-11-21,30.322,32.047,31.172522,8762075
2021-11-26,30.361,31.969,31.098438,8762075
2021-11-01,9.15,26.699,18.195337,9455760
2021-11-06,2.346,31.64,18.052721,9455760
2021-11-11,7.493,25.059,17.943926,9455760
2021-11-16,7.615,27.231,17.398783,9455760
2021-11-21,5.364,27.205,17.965967,9455760
2021-11-26,8.832,23.399,17.68805,9455760
2021-11-01,8.642,33.924,22.517757,9455920
2021-11-06,2.802,39.885,24.0894,9455920
2021-11-11,6.919,33.294,22.16632,9455920
2021-11-16,7.297,35.236,22.216366,9455920
2021-11-21,5.394,35.131,23.081558,9455920
2021-11-26,8.438,31.309,21.939892,9455920
2021-11-01,3.366,11.749,7.3373,8419870
2021-11-06,0.889,12.71,7.1357665,8419870
2021-11-11,2.32,11.398,6.9186044,8419870
2021-11-16,2.493,10.646,6.5263915,8419870
2021-11-21,2.789,11.073,6.9846,8419870
2021-11-26,3.976,11.329,7.661175,8419870
2021-11-01,5.013,5.823,5.466321,8770475
2021-11-06,4.731,6.194,5.6818085,8770475
2021-11-11,4.846,6.627,5.9600625,8770475
2021-11-16,4.82,6.161,5.837954,8770475
2021-11-21,5.052,6.542,6.0271707,8770475
2021-11-26,4.528,5.614,5.256279,8770475
2021-11-01,4.255,5.03,4.6714416,8770520
2021-11-06,4.009,5.387,4.8976374,8770520
2021-11-11,4.154,5.853,5.2184167,8770520
2021-11-16,4.498,5.397,5.1010165,8770520
2021-11-21,4.541,5.741,5.2824416,8770520
2021-11-26,3.953,4.682,4.440292,8770520
2021-11-01,4.068,5.272,4.7915707,8770822
2021-11-06,2.884,6.148,4.9390125,8770822
2021-11-11,3.445,6.184,5.2185416,8770822
2021-11-16,3.845,5.751,5.0791664,8770822
2021-11-21,3.957,5.997,5.2651377,8770822
2021-11-26,3.717,5.41,4.7067957,8770822
2021-11-01,6.801,11.906,9.439646,9414290
2021-11-06,4.77,12.976,9.223442,9414290
2021-11-11,5.292,11.247,8.797837,9414290
2021-11-16,6.27,11.929,9.187588,9414290
2021-11-21,5.486,11.834,9.158633,9414290
2021-11-26,6.033,10.627,8.93605,9414290
2021-11-01,7.546,14.852,11.43665,9414523
2021-11-06,5.364,16.181,11.226791,9414523
2021-11-11,6.122,14.301,10.760104,9414523
2021-11-16,7.579,15.01,11.228179,9414523
2021-11-21,6.191,14.76,11.085816,9414523
2021-11-26,6.998,13.389,10.838838,9414523
2021-11-01,4.068,9.931,7.051475,9414750
2021-11-06,2.083,11.027,6.8286085,9414750
2021-11-11,2.605,9.337,6.393367,9414750
2021-11-16,3.638,9.967,6.8162084,9414750
2021-11-21,2.71,9.82,6.7399044,9414750
2021-11-26,3.36,8.533,6.5170875,9414750
2021-11-01,12.402,17.717,15.198017,9414863
2021-11-06,10.528,18.704,14.968059,9414863
2021-11-11,10.958,17.142,14.520329,9414863
2021-11-16,12.001,17.664,14.924275,9414863
2021-11-21,11.102,17.592,14.848838,9414863
2021-11-26,11.617,16.394,14.589659,9414863
2021-11-01,35.551,40.4,38.18449,9415102
2021-11-06,34.59,41.119,38.02378,9415102
2021-11-11,34.478,40.023,37.646427,9415102
